ao_locus_tag,kegg_gene_id,uniprot_accession,ncbi_gene_id,gene_name,function,compartment_raw
AO090701000199,aor:AO090701000199,Q2U925,5995130,,"DNA, SC111",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090701000198,aor:AO090701000198,Q2U926,5995129,,"DNA, SC111",
AO090701000197,aor:AO090701000197,Q2U927,5995128,,"DNA, SC111",
AO090701000196,aor:AO090701000196,Q2U928,5995127,,"DNA, SC111",
AO090701000195,aor:AO090701000195,Q2U929,5995126,,"DNA, SC111",
AO090701000194,aor:AO090701000194,Q2U930,5995125,,"DNA, SC111",
AO090701000190,aor:AO090701000190,Q2U934,5995121,,"DNA, SC111",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.
AO090701000189,aor:AO090701000189,Q2U935,5995120,,Pre-rRNA-processing protein RIX1,SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000188,aor:AO090701000188,Q2U936,5995119,,"DNA, SC111",
AO090701000186,aor:AO090701000186,Q2U938,5995117,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000184,aor:AO090701000184,Q2U940,5995115,,"DNA, SC111",
AO090701000183,aor:AO090701000183,Q2U941,5995114,,"DNA, SC111",
AO090701000182,aor:AO090701000182,Q2U942,5995113,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000181,aor:AO090701000181,Q2U943,5995112,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000180,aor:AO090701000180,Q2U944,5995111,,"DNA, SC111",
AO090701000178,aor:AO090701000178,Q2U945,35119840,,"DNA, SC111",
AO090701000177,aor:AO090701000177,Q2U946,5995109,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000176,aor:AO090701000176,Q2U947,5995108,,"DNA, SC111",
AO090701000175,aor:AO090701000175,Q2U948,5995107,,"DNA, SC111",
AO090701000171,aor:AO090701000171,Q2U952,5995103,,"DNA, SC111",
AO090701000169,aor:AO090701000169,Q2U953,5995102,,"DNA, SC111",
AO090701000165,aor:AO090701000165,Q2U956,5995099,,"DNA, SC111",
AO090701000162,aor:AO090701000162,Q2U959,5995096,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000161,aor:AO090701000161,Q2U960,5995095,,"DNA, SC111",
AO090701000159,aor:AO090701000159,Q2U961,5995094,,"DNA, SC111",
AO090701000157,aor:AO090701000157,Q2U963,5995092,,"DNA, SC111",
AO090701000156,aor:AO090701000156,Q2U964,5995091,,"DNA, SC111",
AO090701000151,aor:AO090701000151,Q2U967,5995088,,"DNA, SC111","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000256|ARBA:ARBA00004245}."
AO090701000147,aor:AO090701000147,Q2U970,5995085,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000146,aor:AO090701000146,Q2U971,5995084,,"DNA, SC111",
AO090701000144,aor:AO090701000144,Q2U973,5995082,,"DNA, SC111",
AO090701000142,aor:AO090701000142,Q2U975,5995080,,"DNA, SC111",
AO090701000138,aor:AO090701000138,Q2U979,5995076,,"DNA, SC111",
AO090701000137,aor:AO090701000137,Q2U980,5995075,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000136,aor:AO090701000136,Q2U981,5995073,,"DNA, SC111",
AO090701000135,aor:AO090701000135,Q2U982,35119838,,"DNA, SC111","SUBCELLULAR LOCATION: Chromosome, centromere {ECO:0000256|ARBA:ARBA00004584}. Nucleus {ECO:0000256|ARBA:ARBA00004123}."
AO090701000134,aor:AO090701000134,Q2U983,5995072,,"DNA, SC111",
AO090701000133,aor:AO090701000133,Q2U984,5995071,,"DNA, SC111",SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
AO090701000131,aor:AO090701000131,Q2U986,5995069,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}. Mitochondrion {ECO:0000256|ARBA:ARBA00004173}.
AO090701000128,aor:AO090701000128,Q2U989,5995066,,"DNA, SC111",SUBCELLULAR LOCATION: Peroxisome {ECO:0000256|ARBA:ARBA00004275}.
AO090701000126,aor:AO090701000126,Q2U991,5995064,,"DNA, SC111",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.
AO090701000123,aor:AO090701000123,Q2U993,5995062,,"DNA, SC111",
AO090701000121,aor:AO090701000121,Q2U995,35119837,,"DNA, SC111",
AO090701000119,aor:AO090701000119,Q2U997,,,"DNA, SC111",
AO090701000114,aor:AO090701000114,Q2U9A1,5995054,,"DNA, SC111",
AO090701000113,aor:AO090701000113,Q2U9A2,5995053,,"DNA, SC111",
AO090701000110,aor:AO090701000110,Q2U9A3,5995052,,"DNA, SC111",
AO090701000109,aor:AO090701000109,Q2U9A4,5995051,,"DNA, SC111",
AO090701000108,aor:AO090701000108,Q2U9A5,5995050,,"DNA, SC111",
AO090701000103,aor:AO090701000103,Q2U9A9,5995046,,"DNA, SC111",
AO090701000101,aor:AO090701000101,Q2U9B1,5995044,,"DNA, SC111",
AO090701000100,aor:AO090701000100,Q2U9B2,5995043,,"DNA, SC111",
AO090701000099,aor:AO090701000099,Q2U9B3,5995042,,"DNA, SC111",SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}.
AO090701000096,aor:AO090701000096,Q2U9B6,5995039,,"DNA, SC111",
AO090701000093,aor:AO090701000093,Q2U9B9,5995036,,"DNA, SC111",
AO090701000089,aor:AO090701000089,Q2U9C1,5995034,,"DNA, SC111",
AO090701000086,aor:AO090701000086,Q2U9C4,5995031,,"DNA, SC111",
AO090701000081,aor:AO090701000081,Q2U9C7,5995028,,"DNA, SC111",
AO090701000080,aor:AO090701000080,Q2U9C8,5995027,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000079,aor:AO090701000079,Q2U9C9,5995026,,"DNA, SC111",
AO090701000078,aor:AO090701000078,Q2U9D0,5995025,,"DNA, SC111",
AO090701000073,aor:AO090701000073,Q2U9D3,5995022,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000072,aor:AO090701000072,Q2U9D4,5995021,,"DNA, SC111",
AO090701000071,aor:AO090701000071,Q2U9D5,5995020,,"DNA, SC111",
AO090701000069,aor:AO090701000069,Q2U9D7,5995018,,"DNA, SC111",
AO090701000068,aor:AO090701000068,Q2U9D8,5995017,,"DNA, SC111",
AO090701000067,aor:AO090701000067,Q2U9D9,5995016,,"DNA, SC111",
AO090701000062,aor:AO090701000062,Q2U9E3,5995012,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000061,aor:AO090701000061,Q2U9E4,5995011,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000060,aor:AO090701000060,Q2U9E5,,,"DNA, SC111",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000059,aor:AO090701000059,Q2U9E6,5995009,,"DNA, SC111",
AO090701000056,aor:AO090701000056,Q2U9E9,5995006,,"DNA, SC111",
AO090701000055,aor:AO090701000055,Q2U9F0,5995005,,"DNA, SC111",SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000256|ARBA:ARBA00004555}.
AO090701000054,aor:AO090701000054,Q2U9F1,5995004,,"DNA, SC111",
AO090701000053,aor:AO090701000053,Q2U9F2,5995003,,Vacuolar protein sorting-associated protein 45,SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004184}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004184}.
AO090701000052,aor:AO090701000052,Q2U9F3,5995002,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000051,aor:AO090701000051,Q2U9F4,5995001,,"DNA, SC111",
AO090701000049,aor:AO090701000049,Q2U9F6,5994999,,Altered inheritance of mitochondria protein 32,
AO090701000045,aor:AO090701000045,Q2U9F9,5994996,,"DNA, SC111",
AO090701000043,aor:AO090701000043,Q2U9G1,5994995,,"DNA, SC111",
AO090701000042,aor:AO090701000042,Q2U9G2,5994993,,"DNA, SC111",
AO090701000040,aor:AO090701000040,Q2U9G4,5994991,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
AO090701000039,aor:AO090701000039,Q2U9G5,5994990,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000038,aor:AO090701000038,Q2U9G6,5994989,,"DNA, SC111",
AO090701000037,aor:AO090701000037,Q2U9G7,5994988,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090701000036,aor:AO090701000036,Q2U9G8,5994987,,"DNA, SC111",
AO090701000035,aor:AO090701000035,Q2U9G9,5994986,,"DNA, SC111",
AO090701000033,aor:AO090701000033,Q2U9H1,5994984,,"DNA, SC111",
AO090701000032,aor:AO090701000032,Q2U9H2,5994983,,"DNA, SC111",
AO090701000030,aor:AO090701000030,Q2U9H4,5994981,,"DNA, SC111",
AO090701000027,aor:AO090701000027,Q2U9H7,5994978,,"DNA, SC111",
AO090701000023,aor:AO090701000023,Q2U9I0,5994975,,"DNA, SC111",
AO090701000022,aor:AO090701000022,Q2U9I1,5994974,,"DNA, SC111",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
AO090701000019,aor:AO090701000019,Q2U9I3,5994972,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000018,aor:AO090701000018,Q2U9I4,5994971,,"DNA, SC111",SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|ARBA:ARBA00004448}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004448}.
AO090701000017,aor:AO090701000017,Q2U9I5,5994969,,"DNA, SC111",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090701000016,aor:AO090701000016,Q2U9I6,35119835,,"DNA, SC111",
AO090701000015,aor:AO090701000015,Q2U9I7,5994968,,"DNA, SC111",
AO090701000014,aor:AO090701000014,Q2U9I8,5994967,,"DNA, SC111",
AO090701000012,aor:AO090701000012,Q2U9J0,5994965,,"DNA, SC111",
AO090701000008,aor:AO090701000008,Q2U9J3,5994961,,"DNA, SC111",
AO090701000007,aor:AO090701000007,Q2U9J4,35119834,,"DNA, SC111",
AO090701000001,aor:AO090701000001,Q2U9K0,5995743,,"DNA, SC111",
AO090166000123,aor:AO090166000123,Q2U9K1,10098768,,"DNA, SC166",
AO090166000122,aor:AO090166000122,Q2U9K2,5994952,,"DNA, SC166",
AO090166000121,aor:AO090166000121,Q2U9K3,5994951,,"DNA, SC166",
AO090166000120,aor:AO090166000120,Q2U9K4,5994950,,"DNA, SC166",
AO090166000119,aor:AO090166000119,Q2U9K5,5994949,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000118,aor:AO090166000118,Q2U9K6,5994948,,"DNA, SC166",
AO090166000116,aor:AO090166000116,Q2U9K8,5994946,,"DNA, SC166",
AO090166000113,aor:AO090166000113,Q2U9K9,10099464,,"DNA, SC166",
AO090166000112,aor:AO090166000112,Q2U9L0,5994944,,"DNA, SC166",
AO090166000109,aor:AO090166000109,Q2U9L1,5994943,,"DNA, SC166",
AO090166000107,aor:AO090166000107,Q2U9L2,5994942,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000105,aor:AO090166000105,Q2U9L3,5994941,,"DNA, SC166",
AO090166000102,aor:AO090166000102,Q2U9L5,5994939,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000100,aor:AO090166000100,Q2U9L7,5994937,,"DNA, SC166",
AO090166000099,aor:AO090166000099,Q2U9L8,5994936,,"DNA, SC166",
AO090166000098,aor:AO090166000098,Q2U9L9,5994935,,"DNA, SC166",
AO090166000097,aor:AO090166000097,Q2U9M0,5994934,,"DNA, SC166",
AO090166000096,aor:AO090166000096,Q2U9M1,5994933,,"DNA, SC166",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090166000095,aor:AO090166000095,Q2U9M2,5994932,,"DNA, SC166",
AO090166000094,aor:AO090166000094,Q2U9M3,35119826,,"DNA, SC166",
AO090166000093,aor:AO090166000093,Q2U9M4,5994930,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000091,aor:AO090166000091,Q2U9M6,5994928,,"DNA, SC166",
AO090166000089,aor:AO090166000089,Q2U9M8,5994926,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000088,aor:AO090166000088,Q2U9M9,5994925,,"DNA, SC166",
AO090166000087,aor:AO090166000087,Q2U9N0,5994924,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000085,aor:AO090166000085,Q2U9N1,5994923,,"DNA, SC166",
AO090166000081,aor:AO090166000081,Q2U9N3,5994921,,"DNA, SC166",
AO090166000080,aor:AO090166000080,Q2U9N4,5994920,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000078,aor:AO090166000078,Q2U9N6,5994918,,"DNA, SC166",
AO090166000077,aor:AO090166000077,Q2U9N7,5994917,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000074,aor:AO090166000074,Q2U9P0,10099612,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000073,aor:AO090166000073,Q2U9P1,5994913,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000072,aor:AO090166000072,Q2U9P2,5994912,,"DNA, SC166",
AO090166000071,aor:AO090166000071,Q2U9P3,5994911,,"DNA, SC166",
AO090166000070,aor:AO090166000070,Q2U9P4,5994910,,"DNA, SC166",
AO090166000069,aor:AO090166000069,Q2U9P5,5994909,,"DNA, SC166",
AO090166000067,aor:AO090166000067,Q2U9P7,5994907,,"DNA, SC166",
AO090166000066,aor:AO090166000066,Q2U9P8,5994906,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000065,aor:AO090166000065,Q2U9P9,5994905,,"DNA, SC166",
AO090166000064,aor:AO090166000064,Q2U9Q0,5994904,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000063,aor:AO090166000063,Q2U9Q1,5994903,,"DNA, SC166",
AO090166000062,aor:AO090166000062,Q2U9Q2,5994902,,"DNA, SC166",
AO090166000061,aor:AO090166000061,Q2U9Q3,5994901,,"DNA, SC166",
AO090166000060,aor:AO090166000060,Q2U9Q4,5994900,,"DNA, SC166",
AO090166000059,aor:AO090166000059,Q2U9Q5,5994899,,"DNA, SC166",
AO090166000058,aor:AO090166000058,Q2U9Q6,5994898,,"DNA, SC166",
AO090166000057,aor:AO090166000057,Q2U9Q7,5994897,,"DNA, SC166",
AO090166000056,aor:AO090166000056,Q2U9Q8,5994896,,"DNA, SC166",
AO090166000054,aor:AO090166000054,Q2U9Q9,5994895,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000053,aor:AO090166000053,Q2U9R0,5994894,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000052,aor:AO090166000052,Q2U9R1,5994893,,"DNA, SC166",
AO090166000051,aor:AO090166000051,Q2U9R2,5994892,,"DNA, SC166",
AO090166000049,aor:AO090166000049,Q2U9R4,5994890,,"DNA, SC166",
AO090166000047,aor:AO090166000047,Q2U9R6,5994888,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000046,aor:AO090166000046,Q2U9R7,5994887,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000045,aor:AO090166000045,Q2U9R8,5994886,,"DNA, SC166",
AO090166000044,aor:AO090166000044,Q2U9R9,5994885,,"DNA, SC166",
AO090166000043,aor:AO090166000043,Q2U9S0,5994884,,"DNA, SC166",
AO090166000042,aor:AO090166000042,Q2U9S1,10098494,,"DNA, SC166",
AO090166000040,aor:AO090166000040,Q2U9S2,5994882,,"DNA, SC166",
AO090166000039,aor:AO090166000039,Q2U9S3,5994881,,"DNA, SC166",
AO090166000038,aor:AO090166000038,Q2U9S4,5994880,,"DNA, SC166",
AO090166000036,aor:AO090166000036,Q2U9S5,5994879,,"DNA, SC166",
AO090166000035,aor:AO090166000035,Q2U9S6,5994878,,"DNA, SC166",
AO090166000034,aor:AO090166000034,Q2U9S7,5994877,,"DNA, SC166",
AO090166000032,aor:AO090166000032,Q2U9S8,5994876,,"DNA, SC166",
AO090166000031,aor:AO090166000031,Q2U9S9,5994875,,"DNA, SC166",
AO090166000030,aor:AO090166000030,Q2U9T0,5994874,,"DNA, SC166",
AO090166000029,aor:AO090166000029,Q2U9T1,5994873,,"DNA, SC166",
AO090166000027,aor:AO090166000027,Q2U9T2,5994872,,"DNA, SC166",
AO090166000026,aor:AO090166000026,Q2U9T3,5994871,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000025,aor:AO090166000025,Q2U9T4,5994870,,"DNA, SC166",
AO090166000024,aor:AO090166000024,Q2U9T5,5994869,,"DNA, SC166",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090166000023,aor:AO090166000023,Q2U9T6,5994868,,"DNA, SC166",
AO090166000022,aor:AO090166000022,Q2U9T7,10098497,,"DNA, SC166",
AO090166000020,aor:AO090166000020,Q2U9T8,5994866,,"DNA, SC166",
AO090166000019,aor:AO090166000019,Q2U9T9,5994865,,"DNA, SC166",
AO090166000017,aor:AO090166000017,Q2U9U0,5994864,,"DNA, SC166",
AO090166000016,aor:AO090166000016,Q2U9U1,5994863,,"DNA, SC166",
AO090166000015,aor:AO090166000015,Q2U9U2,5994862,,"DNA, SC166",
AO090166000013,aor:AO090166000013,Q2U9U3,5994861,,"DNA, SC166",
AO090166000012,aor:AO090166000012,Q2U9U4,5994860,,"DNA, SC166",
AO090166000010,aor:AO090166000010,Q2U9U5,5994859,,"DNA, SC166",
AO090166000009,aor:AO090166000009,Q2U9U6,5994858,,"DNA, SC166",
AO090166000008,aor:AO090166000008,Q2U9U7,5994857,,"DNA, SC166",
AO090166000006,aor:AO090166000006,Q2U9U8,5994856,,"DNA, SC166",
AO090166000005,aor:AO090166000005,Q2U9U9,5994855,,"DNA, SC166",
AO090166000004,aor:AO090166000004,Q2U9V0,35119825,,"DNA, SC166",
AO090166000003,aor:AO090166000003,Q2U9V1,5994853,,"DNA, SC166",
AO090166000002,aor:AO090166000002,Q2U9V2,5994955,,"DNA, SC166",
AO090166000001,aor:AO090166000001,Q2U9V3,5994954,,"DNA, SC166",
AO090102000652,aor:AO090102000652,Q2U9V4,5994839,,"DNA, SC102",
AO090102000651,aor:AO090102000651,Q2U9V5,5994838,,"DNA, SC102",
AO090102000649,aor:AO090102000649,Q2U9V7,5994836,,"DNA, SC102",
AO090102000647,aor:AO090102000647,Q2U9V8,5994835,,"DNA, SC102",
AO090102000646,aor:AO090102000646,Q2U9V9,5994834,,"DNA, SC102",
AO090102000642,aor:AO090102000642,Q2U9W2,5994831,,"DNA, SC102",
AO090102000638,aor:AO090102000638,Q2U9W5,5994828,,"DNA, SC102",
AO090102000636,aor:AO090102000636,Q2U9W7,5994826,,"DNA, SC102",
AO090102000635,aor:AO090102000635,Q2U9W8,5994825,,"DNA, SC102",
AO090102000634,aor:AO090102000634,Q2U9W9,5994824,,"DNA, SC102",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.
AO090102000632,aor:AO090102000632,Q2U9X1,5994822,,"DNA, SC102",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090102000626,aor:AO090102000626,Q2U9X5,5994818,,"DNA, SC102",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090102000623,aor:AO090102000623,Q2U9X8,5994815,,"DNA, SC102",
AO090102000622,aor:AO090102000622,Q2U9X9,5994814,,"DNA, SC102",
AO090102000621,aor:AO090102000621,Q2U9Y0,5994813,,"DNA, SC102",
AO090102000619,aor:AO090102000619,Q2U9Y2,5994811,,"DNA, SC102",
AO090102000618,aor:AO090102000618,Q2U9Y3,5994810,,"DNA, SC102",
AO090102000617,aor:AO090102000617,Q2U9Y4,5994809,,"DNA, SC102",
AO090102000616,aor:AO090102000616,Q2U9Y5,5994808,,"DNA, SC102","SUBCELLULAR LOCATION: Chromosome, centromere, kinetochore {ECO:0000256|ARBA:ARBA00004629}. Nucleus {ECO:0000256|ARBA:ARBA00004123}."
AO090102000613,aor:AO090102000613,Q2U9Y7,5994806,,"DNA, SC102",
AO090102000612,aor:AO090102000612,Q2U9Y8,5994805,,"DNA, SC102",
AO090102000608,aor:AO090102000608,Q2U9Z2,5994801,,"DNA, SC102",
AO090102000605,aor:AO090102000605,Q2U9Z5,5994798,,"DNA, SC102",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090102000600,aor:AO090102000600,Q2U9Z8,5994795,,"DNA, SC102",SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.
AO090102000599,aor:AO090102000599,Q2U9Z9,5994794,,"DNA, SC102",
AO090102000598,aor:AO090102000598,Q2UA00,5994793,,"DNA, SC102",
AO090102000597,aor:AO090102000597,Q2UA01,,,"DNA, SC102",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090102000596,aor:AO090102000596,Q2UA02,5994791,,"DNA, SC102",SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|ARBA:ARBA00004325}.
AO090102000594,aor:AO090102000594,Q2UA04,5994789,,"DNA, SC102",
AO090102000592,aor:AO090102000592,Q2UA06,5994787,,"DNA, SC102",
AO090102000591,aor:AO090102000591,Q2UA07,5994786,,"DNA, SC102",
AO090102000590,aor:AO090102000590,Q2UA08,5994785,,"DNA, SC102",
AO090102000589,aor:AO090102000589,Q2UA09,,,"DNA, SC102",SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00037814}; Single-pass type I membrane protein {ECO:0000256|ARBA:ARBA00037814}; Extracellular side {ECO:0000256|ARBA:ARBA00037814}.
AO090102000588,aor:AO090102000588,Q2UA10,5994783,,"DNA, SC102",
AO090102000585,aor:AO090102000585,Q2UA12,5994781,,"DNA, SC102",
AO090102000584,aor:AO090102000584,Q2UA13,5994780,,"DNA, SC102",
AO090102000583,aor:AO090102000583,Q2UA14,5994779,,"DNA, SC102",
AO090102000582,aor:AO090102000582,Q2UA15,5994777,,"DNA, SC102",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090102000581,aor:AO090102000581,Q2UA16,35119781,,"DNA, SC102",
AO090102000580,aor:AO090102000580,Q2UA17,5994776,,"DNA, SC102",
AO090102000576,aor:AO090102000576,Q2UA21,5994772,,"DNA, SC102",SUBCELLULAR LOCATION: Nucleus {ECO:0000256|ARBA:ARBA00004123}.
AO090102000575,aor:AO090102000575,Q2UA22,5994771,,"DNA, SC102",
AO090102000574,aor:AO090102000574,Q2UA23,5994770,,"DNA, SC102",
AO090102000572,aor:AO090102000572,Q2UA25,5994768,,"DNA, SC102",
AO090102000569,aor:AO090102000569,Q2UA28,5994765,,"DNA, SC102",
AO090102000567,aor:AO090102000567,Q2UA30,5994763,,"DNA, SC102",
AO090102000564,aor:AO090102000564,Q2UA33,5994760,,"DNA, SC102",
AO090102000561,aor:AO090102000561,Q2UA35,5994758,,"DNA, SC102",SUBCELLULAR LOCATION: Periplasm {ECO:0000256|ARBA:ARBA00004418}.
